n_img,n_row,n_col,tile_type,h,s,v
42,3,0,3,20.0,130.0,74.0
42,2,0,4,108.0,243.0,134.0
42,4,0,4,109.0,253.0,124.0
42,1,4,5,23.0,41.0,31.0
42,2,4,5,23.0,43.0,29.0
42,2,2,6,32.0,45.0,103.0
43,0,0,0,26.0,251.0,172.0
43,0,2,0,25.0,245.0,167.0
43,1,2,0,25.0,242.0,175.0
43,1,3,0,25.0,246.0,176.0
43,3,2,0,25.0,252.0,177.0
43,4,1,0,25.0,252.0,178.0
43,4,2,0,25.0,251.0,179.0
43,1,0,1,37.0,207.0,110.0
43,1,1,1,45.0,195.0,119.0
43,0,3,2,45.0,141.0,44.0
43,2,0,2,43.0,155.0,40.0
43,3,3,2,37.0,151.0,47.0
43,4,3,2,45.0,160.0,42.0
43,0,1,3,21.0,74.0,104.0
43,3,1,3,21.0,116.0,95.0
43,0,4,4,108.0,249.0,131.0
43,1,4,4,108.0,254.0,156.0
43,2,1,4,107.0,251.0,150.0
43,2,2,4,108.0,253.0,161.0
43,2,3,4,108.0,255.0,168.0
43,2,4,4,108.0,255.0,170.0
43,3,4,4,107.0,252.0,167.0
43,3,0,5,23.0,77.0,33.0
43,4,0,5,23.0,92.0,51.0
43,4,4,6,25.0,110.0,79.0
