n_img,n_row,n_col,tile_type,h,s,v
1,4,4,1,41.0,220.0,139.0
2,0,0,3,21.0,163.0,106.0
2,0,1,0,26.0,244.0,175.0
2,0,2,2,36.0,185.0,61.0
2,0,3,2,37.0,166.0,48.0
2,0,4,2,39.0,174.0,55.0
2,1,0,0,26.0,248.0,184.0
2,1,1,0,26.0,238.0,182.0
2,1,2,2,39.0,138.0,58.0
2,1,3,2,39.0,155.0,47.0
2,1,4,2,40.0,168.0,56.0
2,2,0,5,24.0,58.0,29.0
2,2,1,0,26.0,239.0,180.0
2,2,2,6,27.0,85.0,104.0
2,2,3,2,38.0,174.0,52.0
2,2,4,4,106.0,250.0,140.0
2,3,0,0,26.0,247.0,187.0
2,3,1,2,36.0,190.0,60.0
2,3,2,2,37.0,203.0,54.0
2,3,3,2,37.0,182.0,51.0
2,3,4,4,106.0,252.0,147.0
2,4,0,4,105.0,251.0,157.0
2,4,1,4,106.0,253.0,159.0
2,4,2,4,106.0,253.0,155.0
2,4,3,2,38.0,203.0,59.0
2,4,4,4,107.0,249.0,114.0
3,0,0,4,106.0,244.0,149.0
3,0,1,0,26.0,238.0,195.0
3,0,2,0,26.0,241.0,193.0
3,0,3,3,23.0,119.0,131.0
3,0,4,0,26.0,247.0,190.0
3,1,0,4,106.0,246.0,141.0
3,1,1,0,26.0,242.0,193.0
3,1,2,1,39.0,228.0,142.0
3,1,3,1,43.0,205.0,144.0
3,1,4,0,26.0,246.0,189.0
3,2,0,4,106.0,250.0,144.0
3,2,1,0,26.0,239.0,193.0
3,2,2,0,26.0,250.0,192.0
3,2,3,0,26.0,235.0,189.0
3,2,4,0,26.0,243.0,189.0
3,3,0,4,106.0,245.0,144.0
3,3,1,0,26.0,235.0,192.0
3,3,2,0,26.0,246.0,190.0
3,3,3,2,38.0,168.0,64.0
3,3,4,2,37.0,169.0,65.0
3,4,0,4,105.0,251.0,170.0
3,4,1,4,105.0,253.0,172.0
3,4,2,6,27.0,70.0,117.0
3,4,3,4,106.0,253.0,162.0
3,4,4,4,106.0,252.0,158.0
4,0,0,1,41.0,194.0,161.0
4,0,1,4,105.0,248.0,183.0
4,0,2,2,41.0,183.0,88.0
4,0,3,2,37.0,176.0,77.0
4,0,4,2,38.0,185.0,78.0
4,1,0,1,44.0,202.0,161.0
4,1,1,2,38.0,174.0,79.0
4,1,2,2,37.0,176.0,76.0
4,1,3,2,37.0,171.0,74.0
4,1,4,1,41.0,213.0,157.0
4,2,0,1,41.0,203.0,159.0
4,2,1,3,23.0,112.0,122.0
4,2,2,6,32.0,140.0,75.0
4,2,3,2,37.0,188.0,78.0
4,2,4,1,40.0,217.0,154.0
4,3,0,1,42.0,219.0,154.0
4,3,1,3,23.0,124.0,137.0
4,3,2,4,104.0,248.0,182.0
4,3,3,1,40.0,211.0,152.5
4,3,4,1,40.0,225.0,154.0
4,4,0,2,39.0,123.0,86.0
4,4,1,4,106.0,232.0,160.0
4,4,2,4,106.0,218.0,139.0
4,4,3,1,40.0,207.0,143.0
4,4,4,0,26.0,241.0,204.0
5,0,0,0,26.0,247.0,184.0
5,0,1,3,26.0,84.0,124.0
5,0,2,0,26.0,244.0,184.0
5,0,3,5,25.0,82.5,25.0
5,0,4,3,23.0,131.0,116.0
5,1,0,5,25.0,68.0,28.0
5,1,1,3,24.0,124.0,105.0
5,1,2,0,26.0,246.0,177.0
5,1,3,0,26.0,246.0,187.0
5,1,4,2,36.0,177.0,71.0
5,2,0,5,24.0,49.0,26.0
5,2,1,3,24.0,127.0,102.0
5,2,2,6,23.0,114.0,80.0
5,2,3,0,26.0,246.0,180.0
5,2,4,0,26.0,244.0,191.0
5,3,0,5,24.0,58.0,24.0
5,3,1,5,25.0,70.0,36.0
5,3,2,1,42.0,218.0,157.0
5,3,3,1,44.0,218.0,150.0
5,3,4,0,26.0,241.0,191.0
5,4,0,0,26.0,244.0,198.0
5,4,1,0,26.0,241.0,198.0
5,4,2,3,23.0,158.0,134.0
5,4,3,3,25.0,116.0,131.0
5,4,4,1,41.0,218.0,150.0
6,0,0,3,22.0,166.5,118.0
6,0,1,0,26.0,239.0,186.0
6,0,2,2,36.0,179.0,68.0
6,0,3,2,38.0,168.0,57.0
6,0,4,2,38.0,173.0,64.0
6,1,0,0,26.0,243.0,193.0
6,1,1,0,26.0,234.0,191.0
6,1,2,2,39.0,133.0,56.0
6,1,3,2,40.0,141.0,53.0
6,1,4,2,39.0,162.0,64.0
6,2,0,5,24.0,61.0,36.0
6,2,1,0,26.0,234.0,184.0
6,2,2,6,29.0,141.0,65.0
6,2,3,2,38.0,166.0,59.0
6,2,4,4,106.0,252.0,154.0
6,3,0,0,26.0,242.0,195.0
6,3,1,2,36.0,182.0,63.0
6,3,2,2,37.0,205.0,64.0
6,3,3,2,37.0,180.0,58.0
6,3,4,4,106.0,252.0,158.0
6,4,0,4,105.0,251.0,171.0
6,4,1,4,105.0,252.0,170.0
6,4,2,4,106.0,252.0,165.0
6,4,3,2,38.0,189.0,66.0
6,4,4,4,106.0,248.0,126.5
7,0,0,4,105.0,243.0,156.0
7,0,1,0,26.0,235.0,202.0
7,0,2,0,26.0,237.0,201.0
7,0,3,3,23.0,119.0,140.0
7,0,4,0,26.0,242.0,199.0
7,1,0,4,105.0,243.0,147.0
7,1,1,0,26.0,240.0,201.0
7,1,2,1,39.0,224.0,149.0
7,1,3,1,43.0,200.0,153.0
7,1,4,0,26.0,242.0,198.0
7,2,0,4,106.0,247.0,153.0
7,2,1,0,26.0,236.0,201.0
7,2,2,0,26.0,246.0,200.0
7,2,3,0,26.0,231.0,198.0
7,2,4,0,26.0,239.0,197.0
7,3,0,4,106.0,241.0,151.0
7,3,1,0,26.0,231.0,199.0
7,3,2,0,26.0,241.0,199.0
7,3,3,2,38.0,163.0,71.0
7,3,4,2,37.0,163.0,73.0
7,4,0,4,105.0,248.0,180.0
7,4,1,4,105.0,252.0,178.0
7,4,2,6,30.0,64.0,96.0
7,4,3,4,106.0,252.0,168.0
7,4,4,4,106.0,251.0,170.0
8,0,0,7,21.0,169.0,159.0
8,0,1,5,24.0,58.0,27.0
8,0,2,0,26.0,243.0,192.0
8,0,3,0,26.0,239.0,191.0
8,0,4,1,42.0,224.0,148.0
8,1,0,0,26.0,244.0,191.0
8,1,1,1,42.0,227.0,144.0
8,1,2,4,105.0,249.0,143.0
8,1,3,0,26.0,242.0,192.0
8,1,4,2,37.0,190.0,66.0
8,2,0,7,21.0,170.0,157.0
8,2,1,1,41.0,209.0,152.0
8,2,2,1,39.0,222.0,147.0
8,2,3,0,27.0,248.0,194.0
8,2,4,0,26.0,243.0,193.0
8,3,0,0,26.0,235.0,192.0
8,3,1,3,24.0,140.0,128.0
8,3,2,0,26.0,241.0,193.0
8,3,3,0,26.0,241.0,194.0
8,3,4,6,27.0,99.0,129.0
8,4,0,3,23.0,104.0,129.0
8,4,1,3,23.0,99.0,134.0
8,4,2,0,26.0,231.0,192.0
8,4,3,0,26.0,234.0,194.0
8,4,4,4,105.0,251.0,153.0
9,0,0,0,26.0,243.0,166.0
9,0,1,5,24.0,116.0,29.0
9,0,2,5,23.0,91.0,20.0
9,0,3,5,24.0,81.0,22.0
9,0,4,7,20.0,221.0,120.0
9,1,0,4,106.0,252.0,149.0
9,1,1,2,39.0,188.0,51.0
9,1,2,3,23.0,157.0,78.0
9,1,3,3,24.0,135.0,97.0
9,1,4,7,20.0,214.0,122.0
9,2,0,4,106.0,253.0,152.0
9,2,1,4,106.0,253.0,154.0
9,2,2,6,24.0,81.0,106.0
9,2,3,3,23.0,142.0,101.0
9,2,4,0,26.0,253.0,177.0
9,3,0,4,106.0,253.0,163.0
9,3,1,4,106.0,255.0,157.0
9,3,2,2,37.0,213.0,63.0
9,3,3,0,26.0,241.0,180.0
9,3,4,0,26.0,248.0,180.0
9,4,0,4,105.0,254.0,168.0
9,4,1,4,106.0,253.0,161.0
9,4,2,2,37.0,205.0,64.0
9,4,3,2,40.0,151.0,58.0
9,4,4,2,37.0,184.0,63.0
10,0,0,2,37.0,191.0,67.0
10,0,1,2,37.0,170.0,56.0
10,0,2,2,39.0,197.0,56.0
10,0,3,2,38.0,174.0,50.0
10,0,4,2,40.0,171.0,47.0
10,1,0,4,106.0,247.0,122.0
10,1,1,0,26.0,247.0,180.0
10,1,2,0,26.0,249.0,175.0
10,1,3,2,37.0,176.0,53.0
10,1,4,2,39.0,158.0,49.0
10,2,0,4,105.0,243.0,130.0
10,2,1,0,26.0,241.0,179.0
10,2,2,0,26.0,252.0,178.0
10,2,3,2,39.0,169.0,48.0
10,2,4,6,29.0,82.0,87.0
10,3,0,4,106.0,243.0,105.0
10,3,1,1,41.0,229.0,120.0
10,3,2,1,42.0,228.0,127.0
10,3,3,2,37.0,170.0,50.0
10,3,4,2,40.0,172.0,51.0
10,4,0,7,21.0,199.0,145.0
10,4,1,7,21.0,198.0,145.0
10,4,2,1,39.0,230.0,127.0
10,4,3,2,37.0,197.5,54.0
10,4,4,2,38.0,184.0,56.0
11,0,0,0,26.0,243.0,192.0
11,0,1,0,26.0,246.0,189.0
11,0,2,1,45.0,224.0,149.0
11,0,3,1,43.0,220.0,153.0
11,0,4,7,21.0,202.0,147.0
11,1,0,2,38.0,164.0,76.0
11,1,1,4,105.0,249.0,140.0
11,1,2,4,105.0,252.0,164.0
11,1,3,4,105.0,253.0,167.0
11,1,4,7,20.0,208.0,143.0
11,2,0,1,43.0,216.0,154.0
11,2,1,1,42.0,238.0,145.0
11,2,2,1,41.0,224.0,139.0
11,2,3,2,42.0,204.0,75.0
11,2,4,4,105.0,253.0,164.0
11,3,0,1,42.0,212.0,153.0
11,3,1,3,23.0,139.0,123.0
11,3,2,1,43.0,208.0,143.0
11,3,3,0,26.0,236.0,187.0
11,3,4,4,105.0,254.0,166.0
11,4,0,3,23.0,144.0,129.0
11,4,1,3,25.0,106.0,126.0
11,4,2,6,29.0,64.0,115.0
11,4,3,0,26.0,241.0,186.0
11,4,4,4,106.0,248.0,137.0
12,0,0,7,21.0,168.0,157.0
12,0,1,5,30.0,47.0,26.0
12,0,2,0,26.0,243.0,190.0
12,0,3,0,26.0,240.0,189.0
12,0,4,1,42.0,222.0,146.0
12,1,0,0,26.0,245.0,189.0
12,1,1,1,42.0,226.0,142.0
12,1,2,4,106.0,249.0,138.0
12,1,3,0,26.0,243.0,190.0
12,1,4,2,38.0,190.0,65.0
12,2,0,7,21.0,169.0,154.0
12,2,1,1,41.0,208.0,150.0
12,2,2,1,40.0,220.0,141.0
12,2,3,0,27.0,248.0,192.0
12,2,4,0,26.0,243.0,190.0
12,3,0,0,27.0,235.0,189.0
12,3,1,3,24.0,135.0,124.0
12,3,2,0,27.0,241.0,191.0
12,3,3,0,26.0,244.0,188.0
12,3,4,6,28.0,116.0,77.0
12,4,0,3,24.0,102.0,126.0
12,4,1,3,24.0,93.0,129.0
12,4,2,0,26.0,231.0,189.0
12,4,3,0,26.0,234.0,191.0
12,4,4,4,105.0,251.0,147.0
13,0,0,0,26.0,245.0,163.0
13,0,1,5,24.0,102.0,27.0
13,0,2,5,22.0,91.0,20.0
13,0,3,5,23.0,70.0,21.0
13,0,4,7,20.0,221.0,120.0
13,1,0,4,107.0,252.0,149.0
13,1,1,2,39.0,177.0,47.5
13,1,2,3,24.0,139.0,72.0
13,1,3,3,24.0,132.0,95.0
13,1,4,7,20.0,213.0,122.0
13,2,0,4,107.0,253.0,153.0
13,2,1,4,107.0,253.0,141.0
13,2,2,6,35.0,88.0,73.0
13,2,3,3,23.0,151.0,93.5
13,2,4,0,26.0,254.0,175.0
13,3,0,4,106.0,253.0,162.0
13,3,1,4,107.0,254.0,156.0
13,3,2,2,37.0,212.0,61.0
13,3,3,0,26.0,240.0,179.0
13,3,4,0,26.0,248.0,178.0
13,4,0,4,106.0,254.0,169.0
13,4,1,4,106.0,253.0,161.0
13,4,2,2,37.5,196.0,62.0
13,4,3,2,40.0,146.0,56.0
13,4,4,2,38.0,170.0,59.0
14,0,0,2,37.0,186.0,65.0
14,0,1,2,38.0,165.0,54.0
14,0,2,2,39.0,187.0,55.0
14,0,3,2,39.0,175.0,51.0
14,0,4,2,40.0,162.0,46.5
14,1,0,4,106.0,249.0,118.0
14,1,1,0,26.0,248.0,177.0
14,1,2,0,26.0,249.0,172.0
14,1,3,2,37.0,174.0,50.0
14,1,4,2,41.0,146.5,46.0
14,2,0,4,106.0,248.0,126.0
14,2,1,0,26.0,242.0,177.0
14,2,2,0,26.0,252.0,175.0
14,2,3,2,39.0,153.0,37.0
14,2,4,6,30.0,85.0,50.0
14,3,0,4,107.0,244.0,109.0
14,3,1,1,41.0,227.0,116.0
14,3,2,1,42.0,229.0,125.0
14,3,3,2,36.0,164.0,46.0
14,3,4,2,40.0,175.0,49.0
14,4,0,7,21.0,199.0,142.0
14,4,1,7,21.0,196.0,141.0
14,4,2,1,40.0,228.0,125.0
14,4,3,2,37.0,194.0,55.0
14,4,4,2,39.0,174.0,54.0
15,0,0,0,26.0,244.0,190.0
15,0,1,0,26.0,246.0,187.0
15,0,2,1,45.0,224.0,147.0
15,0,3,1,43.0,222.0,151.0
15,0,4,7,21.0,202.0,144.0
15,1,0,2,39.0,164.0,73.0
15,1,1,4,105.0,250.0,138.0
15,1,2,4,105.0,252.0,162.0
15,1,3,4,105.0,253.0,165.0
15,1,4,7,20.0,208.0,140.0
15,2,0,1,44.0,216.0,152.0
15,2,1,1,43.0,239.0,143.0
15,2,2,1,41.0,227.0,136.0
15,2,3,2,42.0,206.0,73.0
15,2,4,4,106.0,253.0,161.0
15,3,0,1,42.0,212.0,150.0
15,3,1,3,24.0,134.0,119.0
15,3,2,1,43.0,203.0,139.0
15,3,3,0,26.0,237.0,184.0
15,3,4,4,105.0,254.0,163.0
15,4,0,3,23.0,145.0,125.0
15,4,1,3,25.0,108.0,118.0
15,4,2,6,29.0,68.0,83.0
15,4,3,0,26.0,243.0,177.0
15,4,4,4,106.0,250.0,131.0
16,0,0,3,22.0,165.0,141.0
16,0,1,1,41.0,212.0,160.0
16,0,2,3,23.0,142.0,140.0
16,0,3,0,26.0,244.0,203.0
16,0,4,2,37.0,191.0,81.0
16,1,0,3,25.0,124.0,142.0
16,1,1,1,43.0,210.0,163.0
16,1,2,3,26.0,76.0,146.0
16,1,3,0,26.0,230.0,204.0
16,1,4,2,37.0,184.0,77.0
16,2,0,3,23.0,142.0,136.0
16,2,1,1,42.0,228.0,157.0
16,2,2,6,29.0,64.0,133.0
16,2,3,0,26.0,236.0,205.0
16,2,4,2,36.0,177.0,76.0
16,3,0,3,23.0,130.0,131.0
16,3,1,1,41.0,209.0,144.0
16,3,2,4,106.0,235.0,149.0
16,3,3,4,104.0,243.0,183.0
16,3,4,2,36.0,200.0,83.0
16,4,0,0,26.0,232.0,200.0
16,4,1,1,40.0,197.0,149.0
16,4,2,4,105.0,241.0,187.0
16,4,3,4,105.0,241.0,192.0
16,4,4,4,104.0,242.0,191.0
17,0,0,1,40.0,226.0,135.0
17,0,1,2,37.0,214.0,57.0
17,0,2,0,26.0,252.0,184.0
17,0,3,0,25.0,254.0,182.0
17,0,4,4,105.0,249.0,116.0
17,1,0,7,21.0,202.0,150.0
17,1,1,2,37.0,215.0,78.0
17,1,2,2,38.0,212.0,64.5
17,1,3,0,26.0,251.0,189.0
17,1,4,0,26.0,251.0,187.0
17,2,0,7,21.0,202.0,155.0
17,2,1,2,36.0,208.0,71.0
17,2,2,6,35.0,103.0,107.0
17,2,3,0,26.0,247.0,188.0
17,2,4,0,26.0,243.0,191.0
17,3,0,2,39.0,211.0,86.0
17,3,1,2,40.0,205.0,74.0
17,3,2,2,38.0,202.0,65.0
17,3,3,2,36.0,207.0,68.0
17,3,4,2,38.0,168.0,65.0
17,4,0,4,104.0,249.0,176.0
17,4,1,4,104.0,252.0,176.0
17,4,2,2,39.0,201.0,73.0
17,4,3,2,37.0,192.0,75.0
17,4,4,2,37.0,194.0,75.0
18,0,0,0,26.0,247.0,186.0
18,0,1,1,39.0,237.0,139.0
18,0,2,2,39.0,226.0,66.0
18,0,3,1,39.0,237.0,122.0
18,0,4,4,106.0,249.0,116.0
18,1,0,0,26.0,250.0,193.0
18,1,1,1,38.0,243.0,137.0
18,1,2,1,41.0,234.0,143.0
18,1,3,1,44.0,227.0,134.0
18,1,4,0,26.0,249.0,181.0
18,2,0,5,21.0,91.0,41.0
18,2,1,3,24.0,133.0,101.0
18,2,2,6,22.0,100.0,124.0
18,2,3,2,36.0,155.0,70.0
18,2,4,0,26.0,248.0,183.0
18,3,0,5,21.0,82.0,33.0
18,3,1,5,24.0,96.0,33.5
18,3,2,0,26.0,246.0,191.0
18,3,3,2,33.0,220.0,91.0
18,3,4,3,25.0,149.0,107.0
18,4,0,0,26.0,247.0,197.0
18,4,1,0,26.0,247.0,196.0
18,4,2,0,26.0,249.0,193.0
18,4,3,0,26.0,251.0,190.0
18,4,4,0,26.0,248.0,184.0
19,0,0,4,104.0,245.0,179.0
19,0,1,4,105.0,251.0,184.0
19,0,2,4,105.0,252.0,185.0
19,0,3,4,105.0,251.0,180.0
19,0,4,4,105.0,251.0,178.0
19,1,0,2,35.0,203.0,86.0
19,1,1,3,23.0,131.0,134.0
19,1,2,1,39.0,216.0,163.0
19,1,3,2,37.0,212.0,82.0
19,1,4,4,105.0,249.0,145.0
19,2,0,5,23.0,64.0,34.0
19,2,1,3,23.0,128.0,143.0
19,2,2,6,27.0,109.0,142.0
19,2,3,2,38.0,165.0,84.0
19,2,4,4,105.0,243.0,148.0
19,3,0,5,24.0,49.0,33.0
19,3,1,5,22.0,49.0,34.0
19,3,2,1,43.0,200.0,156.0
19,3,3,1,40.0,220.0,149.0
19,3,4,4,105.0,241.0,149.0
19,4,0,0,26.0,234.0,203.0
19,4,1,0,26.0,231.0,201.0
19,4,2,0,26.0,232.0,201.0
19,4,3,0,26.0,247.0,200.0
19,4,4,0,26.0,239.0,197.0
20,0,0,3,22.0,164.0,142.0
20,0,1,1,41.0,210.0,159.0
20,0,2,3,23.0,143.0,139.0
20,0,3,0,26.0,244.0,203.0
20,0,4,2,37.0,186.0,83.0
20,1,0,3,24.0,122.0,142.0
20,1,1,1,43.0,209.0,163.0
20,1,2,3,26.0,76.0,144.0
20,1,3,0,26.0,229.0,204.0
20,1,4,2,37.0,182.0,78.0
20,2,0,3,23.0,141.0,134.0
20,2,1,1,42.0,226.0,148.0
20,2,2,6,48.0,81.0,62.0
20,2,3,0,26.0,238.0,201.0
20,2,4,2,36.0,173.0,73.0
20,3,0,3,23.0,128.0,133.0
20,3,1,1,41.0,211.0,144.0
20,3,2,4,106.0,236.0,153.0
20,3,3,4,105.0,245.0,187.0
20,3,4,2,37.0,198.0,85.0
20,4,0,0,26.0,233.0,200.0
20,4,1,1,40.0,195.0,150.0
20,4,2,4,105.0,240.0,188.0
20,4,3,4,105.0,239.0,194.0
20,4,4,4,105.0,240.0,194.0
21,0,0,1,41.0,231.0,134.0
21,0,1,2,37.0,205.0,53.0
21,0,2,0,26.0,254.0,186.0
21,0,3,0,26.0,254.0,183.0
21,0,4,4,106.0,250.0,116.0
21,1,0,7,21.0,201.0,149.0
21,1,1,2,37.0,213.0,75.0
21,1,2,2,39.0,198.0,61.0
21,1,3,0,26.0,251.0,189.0
21,1,4,0,26.0,251.0,187.0
21,2,0,7,21.0,198.0,154.0
21,2,1,2,37.0,203.0,64.0
21,2,2,6,45.0,110.0,67.0
21,2,3,0,26.0,247.5,170.0
21,2,4,0,26.0,241.0,191.0
21,3,0,2,40.0,210.0,85.0
21,3,1,2,39.0,194.0,71.0
21,3,2,2,38.0,200.0,66.0
21,3,3,2,37.0,201.0,68.0
21,3,4,2,38.0,167.0,65.0
21,4,0,4,105.0,251.0,180.0
21,4,1,4,105.0,252.0,178.0
21,4,2,2,39.0,197.0,73.0
21,4,3,2,37.0,190.0,75.0
21,4,4,2,38.0,192.0,75.0
22,0,0,0,25.0,245.0,189.0
22,0,1,1,40.0,232.0,141.0
22,0,2,2,36.0,215.0,65.0
22,0,3,1,39.0,237.0,127.0
22,0,4,4,106.0,250.0,130.0
22,1,0,0,26.0,250.0,193.0
22,1,1,1,40.0,239.0,137.0
22,1,2,1,41.0,226.0,140.0
22,1,3,1,43.0,232.0,132.0
22,1,4,0,26.0,248.0,183.0
22,2,0,5,22.0,77.0,33.0
22,2,1,3,23.0,135.0,107.0
22,2,2,6,22.0,147.5,75.0
22,2,3,2,37.0,170.0,67.0
22,2,4,0,26.0,248.0,186.0
22,3,0,5,21.0,77.0,29.0
22,3,1,5,24.0,85.0,29.0
22,3,2,0,26.0,246.0,194.0
22,3,3,2,35.0,203.0,73.0
22,3,4,3,23.0,131.0,119.0
22,4,0,0,26.0,247.0,199.0
22,4,1,0,26.0,246.0,197.0
22,4,2,0,26.0,248.0,194.0
22,4,3,0,26.0,250.0,191.0
22,4,4,0,26.0,246.0,186.0
23,0,0,4,105.0,249.0,185.0
23,0,1,4,105.0,251.0,187.0
23,0,2,4,105.0,252.0,189.0
23,0,3,4,105.0,251.0,184.0
23,0,4,4,105.0,251.0,182.0
23,1,0,2,36.0,196.0,88.0
23,1,1,3,23.0,124.0,140.0
23,1,2,1,39.0,209.0,164.0
23,1,3,2,37.0,204.0,82.0
23,1,4,4,105.0,248.0,152.0
23,2,0,5,24.0,62.0,36.0
23,2,1,3,23.0,128.0,130.0
23,2,2,6,28.0,111.0,92.0
23,2,3,2,38.0,168.0,78.0
23,2,4,4,105.0,243.0,153.0
23,3,0,5,24.0,46.0,34.0
23,3,1,5,24.0,47.0,35.0
23,3,2,1,42.0,199.0,159.0
23,3,3,1,40.0,216.0,150.0
23,3,4,4,105.0,243.0,155.0
23,4,0,0,26.0,232.0,204.0
23,4,1,0,26.0,229.0,202.0
23,4,2,0,26.0,230.0,202.0
23,4,3,0,26.0,246.0,201.0
23,4,4,0,26.0,237.0,198.0
24,0,0,7,19.0,106.0,185.0
24,0,1,4,106.0,231.0,197.0
24,0,2,4,106.0,235.0,161.0
24,0,3,4,106.0,217.0,173.0
24,0,4,0,26.0,229.0,200.0
24,1,0,7,19.0,123.0,178.0
24,1,1,2,41.0,155.0,89.0
24,1,2,2,37.0,172.0,84.0
24,1,3,4,106.0,239.0,169.0
24,1,4,0,26.0,234.0,202.0
24,2,0,4,106.0,231.0,199.0
24,2,1,2,38.0,154.0,81.0
24,2,2,6,27.0,74.0,133.0
24,2,3,4,106.0,242.0,159.0
24,2,4,0,26.0,232.0,204.0
24,3,0,4,105.0,238.0,194.0
24,3,1,2,37.0,179.0,83.0
24,3,2,3,23.0,102.0,137.0
24,3,3,5,25.0,72.0,36.0
24,3,4,0,26.0,238.0,205.0
24,4,0,1,41.0,202.0,162.0
24,4,1,2,36.0,163.0,77.0
24,4,2,5,21.0,78.0,50.0
24,4,3,5,22.0,43.0,30.0
24,4,4,0,26.0,229.0,204.0
25,0,0,2,37.0,174.0,68.0
25,0,1,2,39.0,184.0,77.0
25,0,2,2,39.0,169.0,68.5
25,0,3,2,40.0,148.0,67.0
25,0,4,4,106.0,252.0,176.0
25,1,0,2,36.0,176.0,74.5
25,1,1,0,26.0,237.0,197.0
25,1,2,2,38.0,170.0,78.0
25,1,3,2,41.0,143.0,69.0
25,1,4,4,106.0,254.0,183.0
25,2,0,5,26.0,47.0,34.0
25,2,1,0,26.0,233.0,200.0
25,2,2,6,27.0,87.0,137.0
25,2,3,2,39.0,134.0,76.0
25,2,4,4,106.0,244.0,150.0
25,3,0,0,26.0,229.0,202.0
25,3,1,0,26.0,237.0,203.0
25,3,2,2,38.0,156.0,75.0
25,3,3,2,38.0,161.0,73.0
25,3,4,4,106.0,251.0,184.0
25,4,0,4,106.0,240.0,160.0
25,4,1,4,105.0,250.0,197.0
25,4,2,4,105.0,251.0,196.0
25,4,3,4,106.0,251.0,191.0
25,4,4,4,106.0,250.0,187.0
26,0,0,1,42.0,199.0,156.0
26,0,1,1,44.0,201.0,153.0
26,0,2,0,26.0,238.0,194.0
26,0,3,0,25.0,240.0,190.0
26,0,4,0,26.0,239.0,189.0
26,1,0,4,107.0,236.0,143.0
26,1,1,1,41.0,214.0,137.0
26,1,2,1,40.0,211.0,136.0
26,1,3,0,26.0,247.0,193.0
26,1,4,2,37.0,165.0,76.0
26,2,0,4,105.0,247.0,172.0
26,2,1,1,42.0,210.0,141.0
26,2,2,6,24.0,70.0,126.0
26,2,3,0,26.0,238.0,193.0
26,2,4,2,37.0,154.0,66.0
26,3,0,1,40.0,215.0,147.0
26,3,1,1,42.0,208.0,161.0
26,3,2,0,26.0,229.0,196.0
26,3,3,0,26.0,236.0,192.0
26,3,4,2,36.0,155.0,79.0
26,4,0,0,26.0,239.0,200.0
26,4,1,1,44.0,201.0,155.0
26,4,2,2,40.0,116.0,75.0
26,4,3,2,38.0,130.0,80.0
26,4,4,2,39.0,136.0,92.0
27,0,0,5,21.0,55.0,33.5
27,0,1,5,24.0,51.0,35.0
27,0,2,0,26.0,234.0,205.0
27,0,3,0,26.0,231.0,204.0
27,0,4,3,22.0,104.0,144.0
27,1,0,3,22.0,124.0,139.0
27,1,1,3,23.0,116.0,140.0
27,1,2,1,41.0,225.0,159.0
27,1,3,1,41.0,211.0,156.0
27,1,4,2,37.0,169.0,81.0
27,2,0,3,22.0,143.0,144.0
27,2,1,3,24.0,107.0,141.0
27,2,2,3,23.0,103.0,139.0
27,2,3,1,39.0,202.0,162.0
27,2,4,6,28.0,57.0,131.0
27,3,0,3,22.0,130.0,138.0
27,3,1,3,22.0,114.0,136.0
27,3,2,3,24.0,62.0,144.0
27,3,3,1,44.0,191.0,156.0
27,3,4,1,42.0,201.0,156.0
27,4,0,0,26.0,243.0,200.0
27,4,1,0,26.0,237.0,199.0
